inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP00416,2025-07-22,SCH0024,,1,1,1,0,JASON KANNAN,NEEDS REPAIR
INSP01607,2026-01-21,SCH0064,1,,1,1,1,JASMIT KURIAN,AVERAGE
INSP00840,2025-08-30,SCH0226,1,1,1,,1,OMISHA DUA,TOILETS LOCKED
INSP01763,2025-07-02,SCH0420,1,1,0,0,1,,GOOD CONDITION
INSP00865,2026-01-11,SCH0583,0,1,0,0,1,ATHARV DARA,AVERAGE
INSP00200,2025-11-26,SCH0193,1,1,1,1,0,OVIYA KEER,AVERAGE
INSP01117,2025-09-23,SCH0413,1,1,1,0,0,VARSHA MOHANTY,NO REMARKS
INSP00284,2025-04-24,SCH0493,0,1,0,0,1,BHAVANI TAK,NO REMARKS
INSP00232,2026-10-01,SCH0433,1,1,0,1,0,JAIRAJ D’ALIA,AVERAGE
INSP02992,2026-03-22,SCH0015,0,1,1,0,0,MEGHA KEER,NO REMARKS
INSP01081,2025-04-10,SCH0226,1,1,1,1,0,VRITTI BHALLA,TOILETS LOCKED
INSP00097,2025-11-07,SCH0429,1,1,1,1,1,ABHIRAM KAPADIA,AVERAGE
INSP01508,2025-07-29,SCH0310,1,1,1,0,1,VIDHI BUTALA,GOOD CONDITION
INSP02760,2025-10-09,SCH0170,1,1,1,1,1,ANMOL VENKATARAMAN,NO REMARKS
INSP01813,2025-12-14,SCH0532,1,1,1,0,1,HEMANI LAD,NO REMARKS
INSP02936,2025-08-14,SCH0151,1,1,1,0,0,OJAS GOLA,TOILETS LOCKED
INSP01201,2025-12-06,SCH0297,1,0,1,0,0,SAMAR BHATT,NO REMARKS
INSP02587,2025-04-24,SCH0338,1,1,0,1,1,DAVID SHANKER,NO REMARKS
INSP01412,2025-08-05,SCH0596,0,1,1,0,0,SAI BHASIN,AVERAGE
INSP02720,2026-12-03,SCH0294,1,1,1,1,1,JANANI KEER,AVERAGE
INSP02556,2025-11-17,SCH0524,1,1,1,0,1,JAGAT KADE,NO REMARKS
INSP01890,2025-09-21,SCH0312,1,1,1,0,0,SAMAKSH KANT,NO REMARKS
INSP00105,2025-07-28,SCH0086,,1,1,1,1,MAYA TELLA,NO REMARKS
INSP02350,2025-09-29,SCH0094,1,1,1,1,1,,NEEDS REPAIR
INSP01928,2025-07-19,SCH0096,1,1,1,1,1,SAI KARAN,NO REMARKS
INSP02715,2025-05-10,SCH0239,0,1,1,1,1,ANVI GARA,NEEDS REPAIR
INSP01124,2026-01-31,SCH0364,,1,0,1,1,GAVIN MALL,NO REMARKS
INSP02009,2025-11-12,SCH0146,1,1,1,1,1,VRINDA RATTA,NO REMARKS
INSP00806,2025-12-28,SCH0231,0,1,1,0,0,,GOOD CONDITION
INSP02409,2026-03-15,SCH0182,1,1,1,1,0,RIYA DEWAN,NO REMARKS
INSP02582,2026-03-23,SCH0500,1,1,1,0,,MAYA MAMMEN,NO REMARKS
INSP00745,2025-09-20,SCH0264,1,1,1,1,1,IJAYA RAMESH,NO REMARKS
INSP00227,2025-12-07,SCH0420,1,1,1,0,1,BHAVIKA GANDHI,NEEDS REPAIR
INSP01222,2025-11-10,SCH0556,0,1,0,1,0,,NO REMARKS
INSP01293,2025-11-20,SCH0385,1,1,1,1,0,WYATT DOCTOR,TOILETS LOCKED
INSP02421,2025-11-20,SCH0110,0,1,0,1,0,YASH SAGAR,NEEDS REPAIR
INSP00323,2025-02-10,SCH0316,1,1,1,0,0,RAKSHA JAIN,GOOD CONDITION
INSP02092,2026-03-30,SCH0466,1,1,1,0,0,MAANAV GOUR,NEEDS REPAIR
INSP01030,2026-11-03,SCH0547,1,1,1,0,0,VEDHIKA SAHA,AVERAGE
INSP00890,2025-09-20,SCH0423,0,1,1,0,1,,NO REMARKS
INSP01617,2026-02-28,SCH0432,1,1,1,0,1,CHANCHAL BHARDWAJ,AVERAGE
INSP01111,2026-04-01,SCH0438,1,1,1,0,0,AVNI KURUVILLA,NO REMARKS
INSP02116,2025-07-14,SCH0215,1,1,1,0,0,PAVANI SAINI,NEEDS REPAIR
INSP00271,2026-01-12,SCH0240,1,1,1,1,0,TIMOTHY GHOSH,TOILETS LOCKED
INSP02763,2025-11-05,SCH0330,0,1,1,1,0,ISHA WALIA,NO REMARKS
INSP01043,2025-10-28,SCH0379,1,1,1,1,1,,NO REMARKS
INSP01777,2025-06-04,SCH0080,1,1,1,1,1,ZAITRA KEER,NEEDS REPAIR
INSP00465,2025-09-07,SCH0211,1,0,1,1,0,,NEEDS REPAIR
INSP00882,2025-02-04,SCH0313,1,,1,1,,HARDIK GUHA,NO REMARKS
INSP02156,2025-04-28,SCH0302,,1,1,0,0,AADHYA BARAL,GOOD CONDITION
INSP00863,2025-06-22,SCH0195,0,1,1,1,1,CALEB THAMAN,GOOD CONDITION
INSP01423,2025-07-04,SCH0416,1,1,1,0,0,GEETIKA GARDE,AVERAGE
INSP02255,2025-10-18,SCH0270,1,1,1,1,0,LAVANYA SUBRAMANIAN,TOILETS LOCKED
INSP00773,2025-09-09,SCH0413,1,1,1,0,1,VIDHI KARPE,TOILETS LOCKED
INSP01768,2025-11-26,SCH0544,1,1,1,,0,PRANIT DEEP,NEEDS REPAIR
INSP01065,2025-06-27,SCH0074,1,1,0,1,0,JALSA GOKHALE,GOOD CONDITION
INSP00213,2025-05-23,SCH0284,1,1,1,0,0,VASUDHA BAL,NO REMARKS
INSP00013,2026-01-05,SCH0345,,1,1,1,0,ADVIK EDWIN,NO REMARKS
INSP02568,2026-01-24,SCH0356,1,1,0,1,1,MAHIKA SWAMINATHAN,NO REMARKS
INSP00423,2025-10-17,SCH0321,0,1,,0,1,SATHVIK BALASUBRAMANIAN,AVERAGE
INSP02368,2025-05-09,SCH0384,1,1,1,1,1,ZINAL CHAUDHARY,TOILETS LOCKED
INSP01054,2025-06-22,SCH0476,1,,0,1,,VARENYA RAMAKRISHNAN,NEEDS REPAIR
INSP01230,2025-07-10,SCH0456,1,1,0,1,1,LILA CONTRACTOR,NO REMARKS
INSP01456,2026-03-11,SCH0323,1,1,1,1,0,,TOILETS LOCKED
INSP00742,2025-06-11,SCH0455,0,,1,0,1,OVIYA PANCHAL,NEEDS REPAIR
INSP02776,2025-07-09,SCH0139,1,1,1,0,1,LAKSHIT SUR,NO REMARKS
INSP02700,2026-03-17,SCH0252,1,1,1,1,0,RACHITA RANA,NEEDS REPAIR
INSP02329,2026-03-13,SCH0596,1,0,1,1,0,BALJIWAN MANI,NO REMARKS
INSP00799,2026-01-19,SCH0035,0,1,,1,0,MEGHA SANGHVI,AVERAGE
INSP01432,2025-05-20,SCH0057,1,0,1,1,1,HAMSINI DUGAR,TOILETS LOCKED
INSP02427,2025-09-11,SCH0074,0,1,0,1,0,POOJA KUNDA,NEEDS REPAIR
INSP00510,2025-05-08,SCH0101,0,1,1,1,1,RADHA SUNDER,AVERAGE
INSP00645,2025-10-18,SCH0589,1,1,0,1,0,AMAIRA PADMANABHAN,AVERAGE
INSP00598,2025-10-06,SCH0276,1,1,1,,0,NIHARIKA PILLAI,NEEDS REPAIR
INSP02714,2025-07-10,SCH0592,0,1,0,0,,ANDREW BATTA,GOOD CONDITION
INSP01162,2025-05-28,SCH0527,1,1,1,1,0,SATHVIK LALA,AVERAGE
INSP01362,2025-07-13,SCH0206,0,0,1,0,,VRITTI SOM,NO REMARKS
INSP00858,2025-07-05,SCH0189,,1,1,1,1,IMARAN MOHAN,NO REMARKS
INSP02780,2025-12-12,SCH0072,1,1,,0,0,CHARITA MANGAT,NO REMARKS
INSP00519,2025-07-27,SCH0309,1,,1,0,1,,NO REMARKS
INSP00965,2025-07-02,SCH0287,1,1,1,1,1,KASHISH SANKARAN,TOILETS LOCKED
INSP02968,2025-10-04,SCH0074,1,0,0,0,1,KAVYA SHAN,NO REMARKS
INSP00574,2025-08-17,SCH0434,1,1,,1,1,YASHASVI MORE,NO REMARKS
INSP00103,2026-02-24,SCH0022,1,1,1,1,1,NETRA RAM,AVERAGE
INSP02865,2025-04-27,SCH0095,0,1,0,1,1,ISAIAH RASTOGI,AVERAGE
INSP02544,2025-05-10,SCH0046,1,1,1,1,1,,NO REMARKS
INSP02107,2025-12-27,SCH0459,1,1,1,0,1,FITAN DEVAN,NEEDS REPAIR
INSP02754,2025-12-10,SCH0363,0,1,1,1,0,VANSHA BUCH,GOOD CONDITION
INSP01308,2025-07-15,SCH0173,1,1,0,1,1,JACK SUBRAMANIAN,NO REMARKS
INSP01587,2025-04-18,SCH0254,1,1,1,,1,RYAN SRINIVASAN,NEEDS REPAIR
INSP00124,2025-12-18,SCH0515,0,0,1,1,0,DEEPA PARMAR,AVERAGE
INSP01498,2025-10-26,SCH0324,1,1,1,0,0,ADVIK LATA,NO REMARKS
INSP00221,2025-07-19,SCH0090,1,1,1,0,1,FINN RANGANATHAN,NEEDS REPAIR
INSP00204,2025-09-06,SCH0590,1,1,0,1,1,JACOB MANI,NO REMARKS
INSP00359,2025-02-09,SCH0288,0,1,1,0,1,IRYA BHATNAGAR,NO REMARKS
INSP02530,2025-04-13,SCH0084,1,1,1,0,1,AMAIRA UPADHYAY,NEEDS REPAIR
INSP02777,2025-10-22,SCH0270,1,1,0,1,0,ADVIKA CHACKO,NO REMARKS
INSP02113,2025-05-14,SCH0325,1,1,1,1,0,KIAAN WABLE,TOILETS LOCKED
INSP01796,2026-03-26,SCH0041,1,1,1,0,0,HITESH ATWAL,GOOD CONDITION
INSP01698,2025-12-29,SCH0552,1,1,0,1,0,CHAKRADEV SENGUPTA,AVERAGE
INSP00260,2025-12-14,SCH0057,1,1,0,,1,ZAYYAN SOLANKI,NO REMARKS
INSP02913,2025-10-21,SCH0015,1,0,1,1,0,ATHARV VARTY,GOOD CONDITION
INSP02415,2025-10-23,SCH0259,1,1,1,0,0,AKSHAY BAHRI,NO REMARKS
INSP01351,2025-11-01,SCH0462,1,1,1,1,1,EKANTIKA NAZARETH,AVERAGE
INSP02517,2025-05-23,SCH0266,0,,1,0,0,PRANIT TATA,NO REMARKS
INSP02378,2025-07-03,SCH0441,1,1,1,1,0,MANTHAN BORA,NO REMARKS
INSP01107,2025-04-12,SCH0179,1,0,1,0,1,DEVIKA KARI,GOOD CONDITION
INSP02532,2025-09-26,SCH0116,1,1,,1,1,WILLIAM BISWAS,NEEDS REPAIR
INSP01878,2026-03-20,SCH0053,1,1,1,1,1,ONKAR DIN,GOOD CONDITION
INSP01657,2025-05-15,SCH0163,1,0,1,0,1,VIDHI MALL,NO REMARKS
INSP01094,2025-02-11,SCH0489,1,1,1,1,1,ADVIKA MUNSHI,NO REMARKS
INSP02856,2026-01-07,SCH0547,1,1,1,0,0,WISHI NARANG,NO REMARKS
INSP02449,2025-11-20,SCH0486,1,,0,0,0,GEORGE OM,NO REMARKS
INSP00457,2025-12-18,SCH0232,1,1,1,1,1,ZEHAAN GUHA,NO REMARKS
INSP00463,2025-10-26,SCH0078,1,0,1,0,1,OESHI KRISHNA,AVERAGE
INSP00613,2025-10-04,SCH0092,1,1,1,,0,MAYA CHADA,GOOD CONDITION
INSP01692,2025-07-01,SCH0156,1,1,1,1,0,ADITYA MUKHOPADHYAY,NEEDS REPAIR
INSP01668,2025-04-10,SCH0339,1,0,1,0,1,,AVERAGE
INSP01414,2025-05-15,SCH0096,0,1,1,1,1,NIRJA CHAWLA,TOILETS LOCKED
INSP00382,2026-01-19,SCH0242,1,1,0,0,1,HARSH CHADHA,NO REMARKS
INSP02939,2025-09-22,SCH0433,1,1,1,0,1,VARSHA TANDON,AVERAGE
INSP01534,2025-07-10,SCH0208,0,0,1,1,1,LIBNI DEOL,NO REMARKS
INSP02473,2025-11-03,SCH0205,1,,1,,1,UPADHRITI RAI,NO REMARKS
INSP02442,2026-02-21,SCH0512,0,0,1,1,1,KRISH SINHA,GOOD CONDITION
INSP00966,2025-06-19,SCH0426,0,1,1,1,1,AISHANI KARA,NO REMARKS
INSP02842,2025-07-18,SCH0113,1,1,0,0,1,CHAKRIKA KATA,GOOD CONDITION
INSP01778,2026-03-12,SCH0556,1,1,1,0,0,URVASHI BATRA,TOILETS LOCKED
INSP00943,2025-05-05,SCH0356,0,1,1,0,0,ANMOL DESHMUKH,GOOD CONDITION
INSP00060,2025-05-31,SCH0564,1,,1,1,1,GEETIKA KAPOOR,AVERAGE
INSP02391,2026-01-07,SCH0301,0,1,1,1,0,IRYA MITTAL,NO REMARKS
INSP02859,2026-03-12,SCH0279,0,1,0,1,1,,AVERAGE
INSP01766,2026-05-01,SCH0360,1,1,0,0,0,AYUSH MANN,NEEDS REPAIR
INSP01576,2025-08-11,SCH0099,1,1,1,1,,OMYA SWAMINATHAN,TOILETS LOCKED
INSP02484,2026-03-19,SCH0510,1,1,1,0,0,PANINI NAYAR,GOOD CONDITION
INSP02411,2025-12-22,SCH0105,0,0,1,1,1,ANDREW CHAHAL,TOILETS LOCKED
INSP01028,2026-01-22,SCH0107,0,1,1,0,1,ISHA VOHRA,GOOD CONDITION
INSP00658,2026-03-21,SCH0117,,1,1,0,1,PETER RAO,GOOD CONDITION
INSP01314,2025-08-11,SCH0351,0,1,0,1,0,SIYA SAHNI,TOILETS LOCKED
INSP00846,2025-06-28,SCH0190,1,,1,0,1,,NEEDS REPAIR
INSP00543,2026-01-24,SCH0327,1,1,1,,1,ADVAITH RAJAGOPAL,TOILETS LOCKED
INSP00870,2025-08-20,SCH0454,1,1,1,1,0,RACHANA MANI,NO REMARKS
INSP01710,2025-05-15,SCH0016,1,1,1,0,0,HARRISON BERA,TOILETS LOCKED
INSP01310,2025-08-09,SCH0249,1,1,1,1,0,,NEEDS REPAIR
INSP02227,2025-08-11,SCH0097,1,1,1,,0,XITI WALLA,NEEDS REPAIR
INSP02579,2025-12-12,SCH0008,1,1,1,1,0,FREDERICK MISTRY,GOOD CONDITION
INSP01447,2026-03-24,SCH0035,1,1,1,1,0,ADVAY REGE,NO REMARKS
INSP02644,2025-11-12,SCH0130,1,1,1,1,0,MADHAVI DEY,AVERAGE
INSP01656,2025-03-12,SCH0543,0,1,1,1,1,MAANAS BASU,NO REMARKS
INSP01504,2025-10-29,SCH0236,1,1,1,0,,AKSHAY IYENGAR,NO REMARKS
INSP01085,2026-02-07,SCH0262,1,1,1,0,,YASHASVI AMBLE,AVERAGE
INSP00299,2025-12-14,SCH0599,0,1,1,0,0,ODIKA BHANDARI,NO REMARKS
INSP02379,2026-03-30,SCH0284,1,,1,1,1,OSCAR BASAK,NO REMARKS
INSP01433,2025-05-30,SCH0590,1,1,0,1,0,AKSHAY NARAYAN,AVERAGE
INSP02546,2025-11-06,SCH0182,1,0,1,1,1,ANJALI MAGAR,NEEDS REPAIR
INSP01892,2025-08-31,SCH0238,1,1,1,1,0,JAIRAJ HEGDE,GOOD CONDITION
INSP01062,2025-05-13,SCH0009,0,1,0,1,1,LIPIKA CHERIAN,AVERAGE
INSP00436,2025-12-23,SCH0581,1,1,1,1,,AACHAL PAI,GOOD CONDITION
INSP02474,2026-10-01,SCH0352,1,1,1,1,1,ABEER TOOR,NO REMARKS
INSP00238,2025-09-08,SCH0166,0,1,1,1,,HIRAL GODA,TOILETS LOCKED
INSP01488,2025-08-17,SCH0242,1,1,1,1,1,IRYA PRABHU,TOILETS LOCKED
INSP02728,2025-06-30,SCH0282,0,1,1,1,1,HIRAL MORAR,NO REMARKS
INSP00110,2025-04-23,SCH0119,0,1,1,0,0,EIRAVATI CHAUDHURI,TOILETS LOCKED
INSP02084,2025-09-11,SCH0283,,0,1,1,0,NAVEEN BHANDARI,GOOD CONDITION
INSP00782,2026-01-10,SCH0162,1,1,1,1,1,TANVEER DYAL,TOILETS LOCKED
INSP02165,2025-10-31,SCH0541,1,1,1,1,1,VANSHA MAND,TOILETS LOCKED
INSP00164,2026-02-05,SCH0163,0,0,1,1,,VEDHIKA BORA,GOOD CONDITION
INSP00289,2025-12-27,SCH0457,1,1,1,1,0,PARTH BHATNAGAR,NO REMARKS
INSP00064,2026-03-03,SCH0051,1,1,1,0,0,FORUM CHOUDHARY,TOILETS LOCKED
INSP00253,2025-07-07,SCH0006,,1,0,1,1,NICHOLAS AGATE,TOILETS LOCKED
INSP01118,2025-07-08,SCH0382,1,1,0,0,1,AISHANI KEER,NEEDS REPAIR
INSP02127,2025-12-15,SCH0350,1,1,1,1,0,TARA OZA,GOOD CONDITION
INSP01739,2025-06-06,SCH0436,,1,0,1,1,ZILMIL KUMAR,NO REMARKS
INSP00768,2026-02-19,SCH0172,0,0,1,0,0,CHATURA PRADHAN,GOOD CONDITION
INSP00788,2025-07-06,SCH0421,1,1,1,0,1,JEET ROY,AVERAGE
INSP01443,2025-09-30,SCH0463,1,1,1,1,1,JAIRAJ CHAUDHARY,GOOD CONDITION
INSP00927,2025-04-03,SCH0420,0,1,0,1,1,,GOOD CONDITION
INSP01836,2025-07-19,SCH0134,1,0,1,0,1,LAVANYA SESHADRI,AVERAGE
INSP01074,2025-10-12,SCH0265,0,1,1,1,0,TANVI WAGLE,TOILETS LOCKED
INSP01287,2025-05-29,SCH0119,1,1,,1,1,QARIN BHAVSAR,NO REMARKS
INSP01554,2026-01-21,SCH0575,1,1,1,0,,URVASHI MANN,AVERAGE
INSP02457,2025-08-02,SCH0475,1,0,1,1,0,LIAM MUNSHI,GOOD CONDITION
INSP02230,2025-05-20,SCH0207,1,1,1,1,0,NACHIKET GARA,GOOD CONDITION
INSP02752,2025-11-21,SCH0255,1,1,1,1,1,URMI SHETTY,NO REMARKS
INSP02313,2025-08-17,SCH0542,1,1,1,1,1,GUNBIR PINGLE,AVERAGE
INSP02563,2026-01-23,SCH0049,1,1,1,0,0,,AVERAGE
INSP00848,2025-07-02,SCH0009,1,1,0,0,1,VASATIKA KHANNA,GOOD CONDITION
INSP01438,2026-01-01,SCH0081,1,0,1,1,0,DIYA ANAND,TOILETS LOCKED
INSP02541,2025-07-27,SCH0566,,1,1,0,0,VAMAKSHI SURA,GOOD CONDITION
INSP00462,2025-01-04,SCH0277,0,1,1,1,0,TANMAYI VASA,TOILETS LOCKED
INSP02357,2025-06-29,SCH0059,1,1,,0,1,ROBERT RATTAN,NO REMARKS
INSP01603,2025-04-10,SCH0473,1,1,1,1,1,,TOILETS LOCKED
INSP00158,2025-07-17,SCH0331,1,1,1,1,1,UMANG PAI,TOILETS LOCKED
INSP02523,2025-07-30,SCH0256,1,1,0,0,0,ANITA DHINGRA,GOOD CONDITION
INSP02087,2025-11-06,SCH0140,1,1,1,1,0,NOAH NARAYANAN,GOOD CONDITION
INSP01805,2025-12-05,SCH0594,1,1,1,1,1,GAVIN CHAHAL,NEEDS REPAIR
INSP00678,2026-02-17,SCH0230,1,1,1,,0,PRANEEL BORDE,AVERAGE
INSP01874,2025-10-17,SCH0304,0,1,,0,0,LUKE PINGLE,TOILETS LOCKED
INSP02373,2026-02-22,SCH0532,0,1,1,0,1,,TOILETS LOCKED
INSP00239,2026-04-03,SCH0449,1,0,1,0,1,,NO REMARKS
INSP00980,2025-07-20,SCH0600,1,1,1,1,0,GEETIKA SRINIVASAN,NEEDS REPAIR
INSP01221,2025-05-27,SCH0542,1,1,0,0,0,CHANCHAL NARULA,TOILETS LOCKED
INSP00244,2025-11-09,SCH0353,1,1,1,1,1,SAMAKSH BARAD,TOILETS LOCKED
INSP00101,2025-09-16,SCH0478,1,1,0,1,1,JALSA CHAUDRY,GOOD CONDITION
INSP00316,2025-07-14,SCH0212,1,1,1,1,0,,AVERAGE
INSP01011,2026-03-03,SCH0556,0,1,1,1,1,UMANG SAHOTA,NO REMARKS
INSP02584,2026-02-10,SCH0380,0,1,1,1,1,JACOB JHA,TOILETS LOCKED
INSP02583,2025-10-20,SCH0116,0,1,1,1,1,NIRJA RAMA,NO REMARKS
INSP01056,2025-09-03,SCH0467,1,1,1,,0,ALKA GOPAL,NO REMARKS
INSP00262,2025-06-25,SCH0232,1,1,1,1,1,UTKARSH OAK,NO REMARKS
INSP02664,2025-06-13,SCH0199,0,1,0,,0,BAKHSHI KOSHY,NO REMARKS
INSP01834,2025-11-09,SCH0295,1,1,1,0,1,,GOOD CONDITION
INSP00196,2025-11-02,SCH0465,0,,,1,0,OM ISSAC,NO REMARKS
INSP01980,2025-07-06,SCH0115,1,,1,1,0,,AVERAGE
INSP02950,2026-02-26,SCH0314,0,1,1,1,1,MAHIKA SANKARAN,AVERAGE
INSP02384,2025-10-28,SCH0346,0,,1,,0,ZEHAAN DUGAR,TOILETS LOCKED
INSP00180,2025-09-09,SCH0417,0,1,1,0,1,URISHILLA SHERE,GOOD CONDITION
INSP00835,2026-02-24,SCH0572,0,0,1,0,0,KRISHNA SAMA,NO REMARKS
INSP00843,2026-02-10,SCH0229,0,,1,1,0,VAISHNAVI SALVI,NO REMARKS
INSP02441,2026-02-07,SCH0485,1,,1,1,1,NIRJA KHURANA,NO REMARKS
INSP01581,2025-01-08,SCH0205,1,1,1,0,0,ANIRUDH PUROHIT,TOILETS LOCKED
INSP01038,2026-01-23,SCH0465,1,,1,1,,VRISHTI BALAKRISHNAN,GOOD CONDITION
INSP00341,2025-05-07,SCH0098,1,1,0,1,0,LOHIT BALA,NEEDS REPAIR
INSP01180,2025-10-02,SCH0451,,0,,0,0,RACHANA CHANDER,NEEDS REPAIR
INSP01988,2025-12-26,SCH0188,1,0,0,1,0,VEDA RAO,AVERAGE
INSP00749,2026-03-09,SCH0065,1,0,0,,0,KALA KALE,NO REMARKS
INSP01193,2025-04-30,SCH0137,1,1,1,0,1,FARAJ SURA,AVERAGE
INSP00663,2025-11-30,SCH0424,1,0,1,1,0,MANAN BHATTACHARYYA,NO REMARKS
INSP00481,2025-05-29,SCH0019,1,1,,0,1,AMAIRA BALAKRISHNAN,NO REMARKS
INSP00804,2025-12-03,SCH0524,1,1,1,0,0,WAIDA HANDA,GOOD CONDITION
INSP00795,2025-10-20,SCH0458,0,1,1,1,,CALEB PANDYA,NO REMARKS
INSP01455,2025-12-26,SCH0322,1,1,1,1,0,NIHAL DASGUPTA,NO REMARKS
INSP01499,2025-08-01,SCH0512,1,0,,0,1,URVI WARRIOR,GOOD CONDITION
INSP02562,2026-03-25,SCH0118,0,1,1,1,1,,TOILETS LOCKED
INSP00550,2025-10-17,SCH0554,1,1,0,0,0,UNNATI CHACKO,TOILETS LOCKED
INSP01741,2025-09-06,SCH0125,1,,1,1,1,YOCHANA DHILLON,NEEDS REPAIR
INSP00784,2025-06-06,SCH0334,0,1,0,0,0,DAKSH SACHDEV,NO REMARKS
INSP02848,2025-04-18,SCH0146,1,0,,,1,LAJITA MOHANTY,AVERAGE
INSP02314,2025-04-22,SCH0159,0,1,1,1,1,LILA SUNDARAM,AVERAGE
INSP00743,2025-04-24,SCH0420,1,1,1,0,1,TANAY BORDE,NEEDS REPAIR
INSP02578,2025-11-21,SCH0514,1,1,1,1,1,MANAN KAPUR,TOILETS LOCKED
INSP02611,2025-05-19,SCH0097,1,1,0,0,1,,AVERAGE
INSP01764,2026-01-31,SCH0019,1,1,1,,1,,GOOD CONDITION
INSP02273,2025-05-25,SCH0483,1,,1,1,0,WISHI SACHDEVA,NO REMARKS
INSP02085,2025-09-12,SCH0286,,1,1,1,1,EKTA GALA,GOOD CONDITION
INSP01781,2025-09-19,SCH0492,1,1,1,1,0,DIVYA CHAUDHURI,NEEDS REPAIR
INSP02419,2026-01-08,SCH0221,1,1,1,1,0,KAMALA SAMPATH,NO REMARKS
INSP01128,2026-03-18,SCH0022,1,1,1,0,1,NEEL SINGHAL,TOILETS LOCKED
INSP00248,2026-03-24,SCH0286,1,1,1,1,0,WYATT PARMAR,TOILETS LOCKED
INSP00872,2025-12-06,SCH0577,1,1,1,1,1,CHAVVI UPADHYAY,AVERAGE
INSP01026,2026-03-02,SCH0592,,1,1,1,0,VEER BISWAS,TOILETS LOCKED
INSP02955,2025-12-21,SCH0306,0,1,1,0,1,FARIS DAVE,NO REMARKS
INSP02860,2025-05-21,SCH0335,1,1,1,1,1,JEEVIKA RAMA,TOILETS LOCKED
INSP00627,2026-02-14,SCH0256,0,1,1,,0,,AVERAGE
INSP00348,2026-01-18,SCH0025,1,1,1,1,0,,NO REMARKS
INSP00279,2025-04-26,SCH0174,1,1,1,,1,HEMAL LALLA,GOOD CONDITION
INSP01989,2025-08-29,SCH0436,1,1,,1,1,DAMYANTI KASHYAP,GOOD CONDITION
INSP02404,2026-03-06,SCH0011,1,1,1,1,0,WARJAS DEOL,NO REMARKS
INSP00656,2025-05-03,SCH0143,1,1,0,0,0,ATI SANDHU,NO REMARKS
INSP01357,2025-11-11,SCH0106,1,1,0,1,,LAJITA SAHA,TOILETS LOCKED
INSP01033,2025-08-16,SCH0150,,1,1,1,1,KIAAN RAVAL,NO REMARKS
INSP00908,2025-11-25,SCH0572,1,1,1,0,1,OJASVI THAMAN,NO REMARKS
INSP02761,2025-04-08,SCH0334,,1,1,1,0,CHAMPAK UPADHYAY,GOOD CONDITION
INSP02721,2025-10-11,SCH0164,1,1,1,1,0,HARITA SARAN,GOOD CONDITION
INSP01136,2025-07-14,SCH0461,1,0,1,0,,HITESH DIXIT,NO REMARKS
INSP00912,2025-10-07,SCH0493,1,0,1,1,0,YASHAWINI LALLA,NEEDS REPAIR
INSP01908,2025-07-29,SCH0101,1,1,1,0,1,EKAJA YOHANNAN,GOOD CONDITION
INSP00633,2026-02-24,SCH0376,0,,1,0,0,LEELA DESHMUKH,NO REMARKS
INSP01103,2025-08-09,SCH0389,,1,1,0,1,VARSHA SHANKAR,NO REMARKS
INSP00446,2026-10-03,SCH0059,0,1,1,,0,TANISH SUNDER,TOILETS LOCKED
INSP00618,2026-03-18,SCH0185,1,1,1,1,1,ADWETA DIVAN,NEEDS REPAIR
INSP01363,2025-05-06,SCH0108,1,1,1,,0,,NEEDS REPAIR
INSP01196,2025-07-27,SCH0553,,1,0,0,1,GAURIKA NARASIMHAN,AVERAGE
INSP01191,2025-09-20,SCH0272,1,1,,1,1,VIHAAN RAMASWAMY,TOILETS LOCKED
INSP02292,2025-10-29,SCH0013,1,1,1,1,0,NIHARIKA GARA,GOOD CONDITION
INSP01748,2025-08-30,SCH0488,1,,1,1,1,ABHIMANYU BANSAL,GOOD CONDITION
INSP00845,2026-03-16,SCH0131,0,1,1,1,1,,NO REMARKS
INSP02685,2025-10-10,SCH0512,,0,0,0,1,EKANTA NAGAR,TOILETS LOCKED
INSP00548,2026-03-07,SCH0455,1,,1,1,,YAUVANI NAGAR,AVERAGE
INSP01979,2026-02-28,SCH0041,1,1,1,0,0,,NEEDS REPAIR
INSP02179,2025-07-08,SCH0213,1,1,,1,0,WRIDDHISH GREWAL,NO REMARKS
INSP01058,2026-03-06,SCH0262,0,1,1,,1,GAYATHRI BARIA,NO REMARKS
INSP00264,2025-12-15,SCH0139,1,1,1,1,1,VEER GERA,TOILETS LOCKED
INSP02996,2025-04-05,SCH0492,1,1,1,0,1,NAVEEN SWAMY,NO REMARKS
INSP02477,2026-03-18,SCH0280,1,,1,1,,,NO REMARKS
INSP02024,2025-06-15,SCH0583,1,1,1,0,0,HAMSINI MAJUMDAR,NEEDS REPAIR
INSP00354,2025-08-21,SCH0301,1,1,1,0,1,VEER CHANA,AVERAGE
INSP00803,2026-03-22,SCH0180,1,,,1,0,QUSHI ZACHARIAH,AVERAGE
INSP00209,2025-04-24,SCH0294,1,1,0,1,0,NAKSH ANDRA,GOOD CONDITION
INSP00614,2026-03-23,SCH0027,1,1,1,0,,JASMIT RAMA,GOOD CONDITION
INSP01048,2025-03-07,SCH0133,1,0,1,1,0,ETHAN SARKAR,TOILETS LOCKED
INSP02158,2026-02-21,SCH0593,1,1,0,0,1,FARAS GREWAL,AVERAGE
